,gate_0,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,gate_8,gate_9,gate_10,gate_11,gate_12,gate_13,gate_14,gate_15,gate_16,gate_17,gate_18,gate_19,gate_20,gate_21,gate_22,gate_23,gate_24,gate_25,gate_26,gate_27,gate_28,gate_29,gate_30,gate_31,gate_32,gate_33,gate_34,gate_35,gate_36,gate_37,gate_38,gate_39,gate_40,gate_41,gate_42,gate_43,gate_44,gate_45,gate_46,gate_47,gate_48,gate_49,gate_50,gate_51,gate_52,gate_53,gate_54,gate_55,gate_56,gate_57,gate_58,gate_59,gate_60,gate_61,gate_62,gate_63,gate_64,gate_65,gate_66,gate_67,gate_68,gate_69,gate_70,gate_71,gate_72,gate_73,gate_74,gate_75,gate_76,gate_77,gate_78,gate_79,gate_80,gate_81,gate_82,gate_83,gate_84,gate_85,gate_86,gate_87,gate_88,gate_89,gate_90,gate_91,gate_92,gate_93,gate_94,gate_95,gate_96,gate_97,gate_98,gate_99,gate_100,gate_101,gate_102,gate_103,gate_104,gate_105,gate_106,gate_107,gate_108,gate_109,gate_110,gate_111,gate_112,gate_113,gate_114,gate_115,gate_116,gate_117,gate_118,gate_119,gate_120,gate_121,gate_122,gate_123,gate_124,gate_125,gate_126,gate_127,gate_128,gate_129,gate_130,gate_131,gate_132,gate_133,gate_134,gate_135,gate_136,gate_137,gate_138,gate_139,gate_140,gate_141,gate_142,gate_143,gate_144,gate_145,gate_146,gate_147,gate_148,gate_149,gate_150,gate_151,gate_152,gate_153,gate_154,gate_155,gate_156,gate_157,gate_158,gate_159,gate_160,gate_161,gate_162,gate_163,gate_164,gate_165,gate_166,gate_167,gate_168,gate_169,gate_170,gate_171,gate_172,gate_173,gate_174,gate_175,gate_176,gate_177,gate_178,gate_179,gate_180,gate_181,gate_182,gate_183,gate_184,gate_185,gate_186,gate_187,gate_188,gate_189,gate_190,gate_191,gate_192,gate_193,gate_194,gate_195,gate_196,gate_197,gate_198,gate_199,gate_200,gate_201,gate_202,gate_203,gate_204,gate_205,gate_206,gate_207,gate_208,gate_209,gate_210,gate_211,gate_212,gate_213,gate_214,gate_215,gate_216,gate_217,gate_218,gate_219,gate_220,gate_221,gate_222,gate_223,gate_224,gate_225,gate_226,gate_227,gate_228,gate_229,gate_230,gate_231,gate_232,gate_233,gate_234,gate_235,gate_236,gate_237,gate_238,gate_239,gate_240,gate_241,gate_242,gate_243,gate_244,gate_245,gate_246,gate_247,gate_248,gate_249,gate_250,gate_251,gate_252,gate_253,gate_254,gate_255
auto_10,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_11,4597,945,7602,1081,6312,895,7513,1105,4597,5276,7602,4671,6312,895,7622,1105,4594,934,7357,1105,4639,1105,7344,1105,4594,2810,7357,1105,8149,895,7690,1105,4597,945,7602,1081,6312,1006,7513,1105,4597,5664,7602,4671,6312,7391,7622,4470,4594,934,6055,895,4639,1105,7156,1105,4594,2284,6055,1104,6628,941,6315,1105,4597,7656,7602,2598,6312,895,5688,895,4597,7956,7602,7653,6312,895,5688,895,4594,7177,7357,1107,4657,1008,7865,1105,4594,7560,7357,944,8149,895,6055,1105,4597,7614,7602,3056,6312,7354,6985,1149,4597,8106,7602,1387,6312,7988,7527,4062,4594,7177,6055,1032,4657,7260,8338,1105,4594,1090,6055,895,6821,4289,7759,1105,4597,7853,7602,8450,6312,4764,7513,6470,4597,7587,7602,7477,6312,1543,7622,6294,4594,7335,7357,5995,4639,6504,7581,895,4594,2846,7357,931,8149,895,7436,931,4597,7853,7602,7513,6312,7253,7513,5514,4597,7070,7602,7477,6312,5227,7622,4562,4594,6585,6055,1382,4639,5052,6058,1053,4594,595,6055,895,8149,895,6055,895,4597,6637,7602,4047,6312,6383,5688,895,4597,945,7602,895,6312,895,5688,895,4594,7394,7357,980,4657,6235,7111,895,4594,552,7357,895,8149,895,6055,895,4597,7189,7602,956,6312,4278,5688,895,4597,552,7602,895,6312,895,5688,895,4594,7394,6055,895,4657,4527,6055,895,4594,552,6055,895,8149,895,6055,895
auto_12,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_13,916,982,1069,1117,978,956,1061,598,916,4454,1069,4589,978,976,1082,1108,1017,1141,3596,598,1012,598,3535,598,1017,3190,3596,3109,977,956,6465,623,916,982,1069,1117,978,1105,1061,1079,916,4923,1069,4589,978,6097,1082,4608,1017,1141,900,956,1012,1081,6368,598,1017,2236,900,1287,2192,1298,3709,623,916,5292,1069,3133,978,941,902,993,916,7040,1069,7075,978,776,902,990,1017,5039,3596,3095,1027,1048,6425,635,1017,7243,3596,1174,977,939,900,660,916,4635,1069,2533,978,6303,2235,1340,916,6301,1069,4407,978,5864,3677,4811,1017,5039,900,1250,1027,5037,3480,635,1017,4462,900,1049,3547,4516,4162,660,916,6708,1069,8109,978,871,1061,5254,916,6798,1069,5641,978,917,1082,5086,1017,7267,3596,7073,1012,5198,4452,4963,1017,3515,3596,4445,977,917,5510,4270,916,6708,1069,5677,978,4030,1061,4769,916,4304,1069,5641,978,4523,1082,4901,1017,4855,900,1006,1012,4749,1033,577,1017,468,900,461,977,461,900,461,916,6642,1069,3515,978,876,902,918,916,845,1069,466,978,461,902,461,1017,4835,3596,4563,1027,2964,5594,4364,1017,466,3596,461,977,461,900,461,916,4008,1069,467,978,4535,902,461,916,466,1069,466,978,461,902,461,1017,4835,900,461,1027,2818,900,461,1017,466,900,461,977,461,900,461
auto_14,785,786,785,783,459,459,785,783,785,764,785,832,459,459,784,564,785,912,789,783,785,783,788,783,785,720,789,743,459,459,937,783,785,786,785,783,459,785,785,783,785,800,785,832,459,962,784,832,785,912,459,459,785,782,726,783,785,706,459,622,459,780,459,783,785,788,785,783,459,459,459,459,785,823,785,878,459,459,459,459,785,783,789,782,785,783,1064,783,785,974,789,463,459,459,459,783,785,784,785,459,459,717,459,778,785,832,785,703,459,535,459,690,785,783,459,780,785,784,468,783,785,764,459,459,459,774,1106,783,785,792,785,838,459,459,785,613,785,2832,785,911,459,459,784,910,785,835,789,721,785,866,459,459,785,591,789,465,459,459,459,459,785,792,785,985,459,459,785,463,785,1526,785,911,459,1729,784,847,785,697,459,459,785,459,459,459,785,461,459,459,459,459,459,459,785,636,785,476,459,459,459,459,785,463,785,459,459,459,459,459,785,697,789,463,785,617,463,463,785,461,789,459,459,459,459,459,785,550,785,459,459,525,459,459,785,461,785,459,459,459,459,459,785,697,459,459,785,611,459,459,785,461,459,459,459,459,459,459
auto_15,916,1019,6318,1117,978,956,5139,598,916,4498,6318,4589,978,976,6304,1108,1112,1083,3596,598,1136,598,3535,598,1112,3190,3596,3109,977,956,6465,623,916,1019,6318,1117,978,1092,5139,1079,916,4470,6318,4589,978,6097,6304,4608,1112,1083,900,956,1136,1081,6368,598,1112,2497,900,1287,2192,1298,3709,623,916,4477,6318,3133,978,941,902,993,916,7545,6318,7075,978,776,902,990,1112,4941,3596,3095,1141,1048,6425,635,1112,6968,3596,1174,977,939,900,660,916,5261,6318,2533,978,6143,2235,1340,916,6620,6318,4407,978,5864,3677,4811,1112,4941,900,1250,1141,4939,3480,635,1112,4453,900,1049,3547,4516,4162,660,916,6772,6318,8109,978,883,5139,5254,916,7012,6318,5641,978,917,6304,5086,1112,7072,3596,7073,1136,5166,4452,4963,1112,3489,3596,4445,977,917,5510,4270,916,6772,6318,5677,978,4357,5139,4769,916,4379,6318,5641,978,4523,6304,4901,1112,4931,900,1006,1136,4760,1033,577,1112,468,900,461,977,461,900,461,916,6547,6318,3515,978,890,902,918,916,845,6318,466,978,461,902,461,1112,4903,3596,4563,1141,4502,5594,4364,1112,466,3596,461,977,461,900,461,916,4108,6318,467,978,4211,902,461,916,466,6318,466,978,461,902,461,1112,4903,900,461,1141,4322,900,461,1112,466,900,461,977,461,900,461
auto_16,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_17,552,552,552,552,895,895,1105,1284,552,552,552,552,895,895,557,1214,1105,1283,1336,1284,1105,1284,1335,1284,1105,557,1336,1290,895,895,1186,1284,552,552,552,552,895,557,1105,1284,552,552,552,552,895,557,557,1309,1105,1283,895,895,1105,1283,1282,1284,1105,1237,895,1237,895,562,895,1284,552,552,552,552,895,895,895,895,552,552,552,552,895,895,895,895,1105,1332,1336,1283,1105,1284,1107,1284,1105,557,1336,557,895,895,895,1284,552,552,552,552,895,568,895,562,552,552,552,552,895,557,895,1262,1105,1332,895,1283,1105,1332,1006,1284,1105,1272,895,895,895,1318,1103,1284,552,552,552,552,895,895,1105,1172,552,552,552,552,895,895,557,895,1105,581,1336,1264,1105,622,895,895,1105,762,1336,968,895,895,557,895,552,552,552,552,895,895,1105,918,552,552,552,552,895,765,557,895,1105,1004,895,895,1105,774,895,895,1105,895,895,895,895,895,895,895,552,552,552,552,895,895,895,895,552,552,552,552,895,895,895,895,1105,1004,1336,919,1105,944,895,919,1105,895,1336,895,895,895,895,895,552,552,552,552,895,776,895,895,552,552,552,552,895,895,895,895,1105,1004,895,895,1105,931,895,895,1105,895,895,895,895,895,895,895
auto_18,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_19,552,552,557,895,895,895,557,895,552,552,557,765,895,895,557,895,557,895,562,895,557,895,562,895,557,557,562,895,895,895,594,895,552,552,557,895,895,557,557,895,552,552,557,765,895,631,557,765,557,895,895,895,557,895,895,895,557,895,895,895,895,562,895,895,552,552,557,557,895,895,895,895,552,552,557,604,895,895,895,895,557,765,562,895,557,895,594,895,557,604,562,557,895,895,895,895,552,552,557,895,895,631,895,562,552,552,557,895,895,557,895,768,557,765,895,895,557,765,895,895,557,895,895,895,895,768,562,895,552,552,557,837,895,895,557,594,552,552,557,895,895,895,557,895,557,837,562,762,557,594,895,895,557,762,562,895,895,895,895,895,552,552,557,895,895,895,557,895,552,552,557,895,895,765,557,895,557,895,895,895,557,895,895,895,557,895,895,895,895,895,895,895,552,552,557,762,895,895,895,895,552,552,557,895,895,895,895,895,557,895,562,895,557,895,895,895,557,895,562,895,895,895,895,895,552,552,557,895,895,765,895,895,552,552,557,895,895,895,895,895,557,895,895,895,557,895,895,895,557,895,895,895,895,895,895,895
auto_20,789,792,789,892,459,459,789,788,789,793,789,788,459,459,789,788,789,788,518,788,463,788,518,788,789,788,518,787,459,459,466,788,789,792,789,892,459,788,789,787,789,789,789,788,459,477,789,788,789,788,459,459,463,788,760,788,789,459,459,786,459,784,467,788,789,579,789,635,459,459,459,459,789,477,789,566,459,459,459,459,789,569,518,740,789,569,482,788,789,608,518,463,459,459,459,788,789,808,789,698,459,463,459,786,789,495,789,772,459,463,459,780,789,569,459,628,789,569,459,788,789,560,459,459,459,560,463,788,789,713,789,821,459,459,789,466,789,463,789,689,459,459,789,611,789,649,518,707,463,646,459,459,789,463,518,463,459,459,463,463,789,713,789,689,459,459,789,459,789,477,789,689,459,463,789,604,789,858,459,459,463,463,459,459,789,459,459,459,459,459,459,459,789,790,789,469,459,459,459,459,789,463,789,461,459,459,459,459,789,892,518,466,789,892,459,459,789,459,518,459,459,459,459,459,789,790,789,461,459,1839,459,459,789,461,789,461,459,459,459,459,789,892,459,459,789,827,459,459,789,459,459,459,459,459,459,459
auto_21,549,945,818,1019,894,894,1235,549,549,4466,818,4519,894,976,857,1092,875,1079,3485,549,1204,549,3381,549,875,2953,3485,3074,970,907,6331,598,549,945,818,1019,894,1006,1235,1017,549,4820,818,4519,894,6568,857,4518,875,1079,852,894,1204,1018,6303,549,875,2697,852,1271,2133,1260,3735,598,549,4958,818,3110,894,919,952,919,549,7272,818,6861,894,775,952,990,875,5770,3485,3071,918,998,6388,586,875,7262,3485,1136,970,926,852,635,549,4850,818,2323,894,6766,2112,1271,549,6656,818,4584,894,6222,3461,4717,875,5770,852,1191,918,5769,3403,586,875,4593,852,1012,3503,4502,4051,635,549,7058,818,7058,894,1581,1235,5124,549,6929,818,4892,894,945,857,4480,875,8154,3485,7068,1204,5363,4480,5173,875,3505,3485,4509,970,942,5489,4329,549,7058,818,4917,894,6133,1235,4757,549,4363,818,4892,894,4141,857,4306,875,5749,852,1044,1204,4403,989,587,875,468,852,461,970,461,852,461,549,7051,818,3438,894,1005,952,940,549,857,818,466,894,461,952,461,875,5713,3485,4515,918,5445,5505,4293,875,466,3485,461,970,461,852,461,549,4629,818,468,894,4355,952,461,549,466,818,466,894,461,952,461,875,5713,852,461,918,5240,852,461,875,466,852,461,970,461,852,461
auto_22,4152,2024,4164,2187,459,459,4078,2010,4152,3962,4164,3118,459,459,4142,1302,4168,2176,5910,2010,4080,2010,5890,2010,4168,2164,5910,1870,459,459,501,2010,4152,2024,4164,2187,459,3211,4078,2008,4152,3976,4164,3118,459,729,4142,3124,4168,2176,459,459,4080,2008,1734,2010,4168,1145,459,1673,459,3039,639,2010,4152,3974,4164,2143,459,459,459,459,4152,491,4164,2449,459,459,459,459,4168,3123,5910,1880,4145,1298,500,2010,4168,2431,5910,464,459,459,459,2010,4152,4003,4164,1188,459,724,459,3019,4152,2634,4164,1972,459,464,459,1847,4168,3123,459,1670,4145,3136,638,2010,4168,1976,459,459,459,1839,464,2010,4152,4500,4164,5280,459,459,4078,1961,4152,2592,4164,2098,459,459,4142,1954,4168,5120,5910,2131,4080,1947,459,459,4168,471,5910,470,459,459,463,463,4152,4500,4164,2070,459,459,4078,463,4152,1697,4164,2098,459,735,4142,1785,4168,2026,459,459,4080,463,459,459,4168,461,459,459,459,459,459,459,4152,2617,4164,472,459,459,459,459,4152,464,4164,461,459,459,459,459,4168,2048,5910,471,4145,1850,463,463,4168,461,5910,459,459,459,459,459,4152,1753,4164,461,459,789,459,459,4152,462,4164,461,459,459,459,459,4168,2048,459,459,4145,1684,459,459,4168,461,459,459,459,459,459,459
auto_23,549,981,818,1019,894,894,1107,549,549,4466,818,4519,894,976,857,1092,818,1020,3485,549,1093,549,3381,549,818,2952,3485,3074,970,907,6331,598,549,981,818,1019,894,981,1107,1017,549,4306,818,4519,894,6568,857,4518,818,1020,852,894,1093,1018,6303,549,818,2462,852,1271,2133,1260,3735,598,549,4478,818,3110,894,919,952,919,549,7075,818,6861,894,775,952,990,818,4923,3485,3071,843,998,6388,586,818,6829,3485,1136,970,926,852,635,549,4262,818,2323,894,6656,2112,1271,549,5657,818,4584,894,6222,3461,4717,818,4923,852,1191,843,4923,3403,586,818,4579,852,1012,3503,4502,4051,635,549,6133,818,7058,894,1664,1107,5124,549,6571,818,4892,894,945,857,4480,818,6664,3485,7068,1093,5144,4480,5173,818,3480,3485,4509,970,942,5489,4329,549,6133,818,4917,894,6114,1107,4757,549,4207,818,4892,894,4141,857,4306,818,4525,852,1044,1093,4366,989,587,818,468,852,461,970,461,852,461,549,6443,818,3438,894,943,952,940,549,857,818,466,894,461,952,461,818,4498,3485,4515,843,4498,5505,4293,818,466,3485,461,970,461,852,461,549,4203,818,468,894,4155,952,461,549,466,818,466,894,461,952,461,818,4498,852,461,843,4312,852,461,818,466,852,461,970,461,852,461
auto_24,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_25,3347,2917,6080,4684,5325,895,6104,2897,3347,6508,6080,5981,5325,895,6126,2124,6697,3122,7426,2897,6701,2897,7412,2897,6697,5457,7426,2465,6233,895,7778,2897,3347,2917,6080,4684,5325,2987,6104,2898,3347,6597,6080,5981,5325,7753,6126,5996,6697,3122,5271,895,6701,2863,7293,2897,6697,3080,5271,1907,6374,941,5649,2897,3347,6964,6080,4728,5325,895,4331,895,3347,8541,6080,8099,5325,895,4331,895,6697,7326,7426,2863,6701,3068,7760,2897,6697,8074,7426,863,6233,895,5271,2897,3347,7242,6080,3063,5325,7820,6451,4516,3347,8447,6080,1347,5325,8183,6654,5645,6697,7326,5271,2828,6701,7351,7820,2897,6697,4106,5271,895,6618,6914,7405,2897,3347,8438,6080,8588,5325,8698,6104,6559,3347,7619,6080,7574,5325,7259,6126,7838,6697,8036,7426,6778,6701,6754,7558,895,6697,2977,7426,956,6233,895,8056,895,3347,8438,6080,7581,5325,7711,6104,5548,3347,7607,6080,7574,5325,5426,6126,5311,6697,6239,5271,1271,6701,5425,5329,1070,6697,925,5271,895,6233,895,5271,895,3347,7387,6080,4151,5325,6383,4331,895,3347,863,6080,552,5325,895,4331,895,6697,6089,7426,907,6701,6413,7602,907,6697,895,7426,895,6233,895,5271,895,3347,7746,6080,637,5325,4659,4331,895,3347,552,6080,552,5325,895,4331,895,6697,6089,5271,895,6701,4639,5271,895,6697,895,5271,895,6233,895,5271,895
auto_26,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_27,3105,945,6327,1081,5208,895,6336,895,3105,5276,6327,4501,5208,895,6336,895,3031,3214,7371,895,3030,895,7351,895,3031,2808,7371,895,6438,895,7855,895,3105,945,6327,1081,5208,1006,6336,895,3105,7557,6327,4501,5208,7903,6336,4513,3031,3214,4885,895,3030,895,4885,895,3031,2751,4885,895,5216,941,5924,895,3105,7321,6327,4878,5208,895,4683,895,3105,8125,6327,8161,5208,895,4683,895,3031,7130,7371,895,3030,895,8234,895,3031,8056,7371,944,6438,895,4885,895,3105,7377,6327,2992,5208,7697,6411,1149,3105,8247,6327,1277,5208,7741,6976,4062,3031,7130,4885,895,3030,7074,7690,895,3031,1298,4885,895,6551,6454,7438,895,3105,7961,6327,8429,5208,7228,6336,6638,3105,7723,6327,6284,5208,6339,6336,6259,3031,8866,7371,5735,3030,6784,7556,895,3031,2985,7371,895,6438,895,6694,895,3105,7961,6327,6321,5208,7704,6336,4804,3105,7252,6327,6284,5208,4562,6336,4562,3031,6324,4885,1382,3030,4753,4885,1053,3031,925,4885,895,6438,895,4885,895,3105,7033,6327,4096,5208,6383,4683,895,3105,945,6327,895,5208,895,4683,895,3031,6270,7371,895,3030,6235,6764,895,3031,895,7371,895,6438,895,4885,895,3105,7338,6327,956,5208,4617,4683,895,3105,552,6327,895,5208,895,4683,895,3031,6270,4885,895,3030,4527,4885,895,3031,895,4885,895,6438,895,4885,895
auto_28,777,1036,777,880,459,459,777,776,777,979,777,961,459,459,777,776,777,776,2536,776,842,776,2554,776,777,986,2536,775,459,459,1198,776,777,1036,777,880,459,776,777,775,777,1796,777,961,459,861,777,962,777,776,459,459,842,776,1261,776,777,459,459,774,459,936,467,776,777,1454,777,1297,459,459,459,459,777,964,777,1386,459,459,459,459,777,1213,2536,940,838,602,1209,776,777,1721,2536,676,459,459,459,776,777,1984,777,1229,459,1032,459,982,777,1698,777,868,459,666,459,920,777,1213,459,676,838,1213,459,776,777,988,459,459,459,911,2385,776,777,2643,777,2267,459,459,777,1202,777,998,777,1060,459,459,777,865,777,2418,2536,935,842,1358,459,459,777,477,2536,517,459,459,574,517,777,2643,777,1060,459,459,777,459,777,679,777,1060,459,537,777,838,777,1426,459,459,842,533,459,459,777,459,459,459,459,459,459,459,777,2940,777,768,459,459,459,459,777,677,777,461,459,459,459,459,777,1498,2536,517,838,1409,459,459,777,459,2536,459,459,459,459,459,777,1585,777,461,459,1215,459,459,777,461,777,461,459,459,459,459,777,1498,459,459,838,1265,459,459,777,459,459,459,459,459,459,459
auto_29,598,1031,1196,1117,957,956,1220,598,598,4509,1196,4589,957,976,1225,1108,1078,1141,3550,598,1187,598,3488,598,1078,3190,3550,3109,1013,956,6419,623,598,1031,1196,1117,957,1105,1220,1079,598,4657,1196,4589,957,6749,1225,4608,1078,1141,872,956,1187,1081,6328,598,1078,2236,872,1287,2143,1298,3655,623,598,5269,1196,3133,957,941,976,993,598,7503,1196,7075,957,776,976,990,1078,5039,3550,3095,1114,1048,6381,635,1078,7243,3550,1174,1013,939,872,660,598,4834,1196,2533,957,6667,2130,1340,598,6682,1196,4407,957,5864,3466,4811,1078,5039,872,1250,1114,5037,3429,635,1078,4462,872,1049,3478,4516,4122,660,598,6972,1196,8109,957,1483,1220,5254,598,6862,1196,5641,957,951,1225,5086,1078,7267,3550,7073,1187,5198,4409,4963,1078,3515,3550,4445,1013,917,5468,4270,598,6972,1196,5677,957,6152,1220,4769,598,4501,1196,5641,957,4719,1225,4901,1078,4855,872,1006,1187,4749,1004,577,1078,468,872,461,1013,461,872,461,598,6682,1196,3515,957,876,976,918,598,845,1196,466,957,461,976,461,1078,4835,3550,4563,1114,2964,5554,4364,1078,466,3550,461,1013,461,872,461,598,4126,1196,467,957,4535,976,461,598,466,1196,466,957,461,976,461,1078,4835,872,461,1114,2818,872,461,1078,466,872,461,1013,461,872,461
auto_30,6866,3204,6853,3192,459,459,6777,3001,6866,4177,6853,4036,459,459,6774,1578,6820,3177,5982,3001,6831,3001,5992,3001,6820,3263,5982,2824,459,459,2298,3001,6866,3204,6853,3192,459,3202,6777,2978,6866,4224,6853,4036,459,2445,6774,3994,6820,3177,459,459,6831,2978,2110,3001,6820,706,459,2405,459,3066,467,3001,6866,3991,6853,3087,459,459,459,459,6866,4223,6853,2841,459,459,459,459,6820,3915,5982,2813,6786,1570,2460,3001,6820,2847,5982,470,459,459,459,3001,6866,4161,6853,1598,459,1701,459,3056,6866,3599,6853,2247,459,680,459,2832,6820,3915,459,2396,6786,3954,469,3001,6820,2270,459,459,459,2746,5504,3001,6866,5117,6853,5177,459,459,6777,2131,6866,3855,6853,2359,459,459,6774,2300,6820,5218,5982,2186,6831,2505,459,459,6820,880,5982,576,459,459,574,517,6866,5117,6853,2363,459,459,6777,531,6866,1984,6853,2359,459,1840,6774,2071,6820,2431,459,459,6831,533,459,459,6820,461,459,459,459,459,459,459,6866,4021,6853,831,459,459,459,459,6866,470,6853,461,459,459,459,459,6820,2527,5982,576,6786,2449,571,516,6820,461,5982,459,459,459,459,459,6866,2016,6853,461,459,1654,459,459,6866,462,6853,461,459,459,459,459,6820,2527,459,459,6786,2201,459,459,6820,461,459,459,459,459,459,459
